,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Batch,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Cluster
435,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,45,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
436,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,43,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
437,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,34,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
438,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,38,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
439,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,42,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
440,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,1,48,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
441,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,1,30,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
442,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,62,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
443,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,32,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
444,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,1,50,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
445,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,65,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
446,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,56,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
447,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,51,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
448,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,39,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
449,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,45,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2
450,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,59,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
451,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,44,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
452,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,63,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
453,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,43,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
454,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,39,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
455,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,34,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
456,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,33,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
457,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,36,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
458,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,26,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
459,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,58,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
460,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,42,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
461,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,37,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
462,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,42,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
463,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,37,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
464,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,41,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
465,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,42,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
466,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,40,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
467,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,39,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
468,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,54,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2
469,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,1,50,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2
470,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,38,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
471,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,40,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
472,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,45,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
473,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,62,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
474,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,56,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
475,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,38,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
476,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,59,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
477,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,50,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
478,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,70,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
479,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,52,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3
480,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,36,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
481,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,43,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
482,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,65,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
483,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,70,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
484,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,64,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
485,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,53,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
486,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,24,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
487,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,29,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
488,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,58,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
489,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,61,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
490,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,38,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
491,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
492,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,22,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
493,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,55,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
494,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,33,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
495,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,35,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
496,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,50,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
497,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,55,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2
498,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,68,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
499,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,39,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
500,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,53,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
501,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,24,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
502,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,55,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
503,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,70,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
504,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,49,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
505,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,27,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
506,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,23,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
507,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,61,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
508,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,27,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
509,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,28,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
510,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,56,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
511,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,37,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
512,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,50,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
513,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,54,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
514,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,39,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
515,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,45,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
516,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,37,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
517,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,52,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
518,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,32,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
519,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,63,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
520,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,47,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
521,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,47,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
522,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,62,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
523,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,33,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
524,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,37,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
525,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,45,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
526,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,30,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
527,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,32,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
528,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,38,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
529,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,24,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
530,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1,50,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
531,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,34,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
532,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,1,46,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
533,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,41,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
534,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,51,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
535,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,1,25,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
536,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,43,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3
537,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,51,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
538,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,65,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
539,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,62,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
540,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,36,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2
541,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,32,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
542,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,44,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
543,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,55,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
544,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,36,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
545,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,34,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
546,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,43,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
547,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,44,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
548,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,51,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
549,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,64,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
550,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,52,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
551,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,63,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
552,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,35,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
553,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,44,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
554,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,40,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
555,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,46,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
556,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,36,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
557,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,44,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
558,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,33,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
559,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,37,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
560,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,46,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
561,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,44,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
562,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,48,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
563,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,58,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
564,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,40,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
565,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,63,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
566,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,47,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
567,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,63,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
568,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,31,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
569,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,43,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
570,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1,59,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
571,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,53,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
572,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,59,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
573,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,55,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
574,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,30,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
575,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,39,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
576,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,49,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
577,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,37,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
578,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,42,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
579,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,39,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
580,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,45,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
581,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,45,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
